W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,8,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,1,0,0,1,0,0,-1,0,0,-499,1,1,-1,0,1,0,0,-1,0,-1,1,1,1,0,0,-398,-1,-1,0,-1,1,1,1,1,0,1,1,0,1,0,0,-1,-1,0,0,1,-1,1,0,1,-1,0,-1,-1,1,0,1,0,-1,1,1,0,1,-1,-449,1,0,-1,0,-1,1,0,1,0,0,0,1,-1,0,0,1,1,1,0,1,-1,1,0,1,0,1,1,0,0,1,-1,0,1,0
0,0,0,0,0,0,0,0,-1,-1,-200,0,0,0,-180,0,0,-8,0,0,-200,-200,0,0,0,-1,0,0,0,0,0,0,0,0,-155,-155,0,0,0,-100,0,-108,0,0,-200,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,-1,0,0,-185,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,-1,-200,-1,0,0,0,0,0,-1,2,-1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-120,0,-7,0,0,0,-1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,5,-1,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,-1,-1,-1,0,4,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,7,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-13,0,-1,0,0,0,0
-4,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,-2000,-2000,-1,0,0,0,0,0,-2000,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1800,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,-1200,0,0,0,0,0,0,0,0,0,0,-1100
0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0
1,0,0,8,0,-1994,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-162,0,0,1,0,1,1,2,2,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,5,0,1,1,-1987,1,1,0,-1995,1,1,1,1,1,1,1,1,1,-1,-1,1,-43,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,4,0,1,0,6,1,1,-1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,5,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1998,1,1,-1,6,0,0,-98,0,1,1,2,1,0,1,1,1,1,1,3,1,1,0,-1,1,1,1,0,1,0,0,2,0,4,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,5,0,0,4,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-500,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
2,9,4,1,1,2,4,9,8,-62,6,5,3,4,1,0,5,6,2,5,3,5,8,3,0,5,1,7,4,3,6,2,0,1,8,0,7,2,8,8,5,8,2,8,9,8,0,9,0,-65,1,2,0,0,8,1,2,0,8,5,8,5,0,3,2,0,1,6,1,2,5,3,3,2,-74,5,4,7,6,-673,1,3,3,2,-16,7,7,-26,-24,7,2,7,9,7,6,7,3,9,9,6,-78,9,4,4,5,9,4,8,8,2,9,0,-81,9,9,1,2,9,5,5,9,2,1,9,0,-97,8,5,7,5,2,3,2,2,1,1,6,0,5,5,3,0,5,8,1,9,6,-41,2,8,1,1,9,4,7,3,6,3,2,7,7,2,9,0,7,2,8,6,3,7,5,7,4,6,2,5,-144,8,8,0,0,7,4,8,7,9,2,3,8,9,9,0,8,6,7,7,1,9,3,3,9,-76,6,3,1,4,2,0,3,0,6,0,4,6,3,3,2,3,3,6,2,1,5,9,-117,9,7,1,7,0,1,0,0,8,8,7,1,2,9,1
0,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-500,0,-499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,1,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,-1,-1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,0,0,0,-1,-350,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,-415,0,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,1,0,-1,0,-1,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,-1,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-400,1,0,-1,-1,0,0,0,0,-1,0,-1,-1,-1,0,-1,0,-400,0,0,0,-450,0,0,-450,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-410,0,0,0,0
0,0,0,0,-1,0,0,0,0,-1,0,0,0,-50,-49,6,0,0,-1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-45,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0
5,4,9,3,4,2,5,-22,5,7,-520,-524,4,9,1,3,1,8,1,1,8,3,-19,8,3,4,3,-20,-21,7,9,-15,4,4,8,9,7,1,7,3,-4,3,-9,4,5,4,5,3,4,8,3,7,5,-11,2,4,5,5,-511,8,4,6,0,1,2,2,7,7,2,8,-26,-21,-20,9,1,6,8,9,4,8,3,3,1,8,2,4,2,4,-17,8,9,5,6,1,5,8,5,5,7,2,0,-17,9,8,4,3,1,1,9,3,3,1,6,6,5,1,2,-13,7,3,9,0,2,9,1,6,6,8,2,6,2,6,3,-15,6,2,7,2,0,8,8,7,6,4,0,3,9,3,2,1,-11,4,6,5,4,4,3,5,1,3,1,4,3,1,1,2,2,4,5,3,-7,2,3,8,7,6,7,7,8,1,0,-11,6,9,8,7,0,9,0,-16,7,6,6,1,6,-13,5,2,0,-12,6,7,0,2,6,2,8,2,-18,8,1,-17,2,-14,7,-6,1,7,0,7,5,7,3,0,0,4,-451,6,2,7,-15,9,8,8,5,9,0,7,9,-18
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,5,1,-1,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,1,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,0,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1
2,1,0,0,0,0,1,0,-3257,4,5,8,4,5,0,6,3,5,-257,8,2,9,-10,4,1,0,1,-2000,1,0,-6000,1,2,8,0,6,7,0,9,3,7,9,8,1,5,0,1,1,1,-20000,0,0,0,0,1,1,6,5,2,-5970,0,9,1,7,4,5,6,5,8,2,-17,3,7,0,0,0,0,-1,1,8,8,4,6,3,4,8,2,7,1,1,-28260,3,4,7,7,1,1,-1,-1,0,0,0,1,6,3,4,2,6,3,9,4,8,1,6,1,7,3,1,2,1,0,0,0,0,1,0,0,3,3,1,6,0,-43,1,-57,6,2,2,2,7,0,1,5,1,1,1,0,0,0,0,8,2,-9473,6,7,2,2,3,-26,7,7,6,5,4,7,9,2,0,1,0,0,0,0,0,1,1,1,6,3,0,5,8,3,9,9,5,1,2,3,2,0,5,0,0,0,0,0,0,0,2,4,5,5,2,3,6,8,0,8,1,1,1,6,2,0,3,0,0,0,1,0,0,0,0,1,2,1,0,8,2,5,6,8,7,9,5,8,8,9,8
0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0
-4,0,0,0,0,-1,0,0,0,-1,0,-1,0,-50,-50,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,-200,1,0,-148,0,0,0,0,0,-100,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,-1,-200,0,0,0,-1,0,0,-200,0,-200,0,-1,0,0,0,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,-1,1,0,-1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,-220,9,9,7,9,2,5,9,3,8,7,1,6,2,-44,5,9,1,6,0,0,-29,6,3,-42,0,6,8,3,6,5,4,5,6,3,-353,7,9,1,0,4,6,3,5,3,3,1,2,0,5,3,8,2,1,8,0,7,1,3,9,8,3,1,1,8,6,1,-16,6,8,5,7,7,1,6,8,3,6,2,4,-37,5,9,6,8,6,3,2,1,3,7,-22,0,2,1,8,4,8,8,7,8,-60,7,8,2,7,0,3,9,8,4,2,9,1,-42,4,1,4,3,1,7,4,0,3,5,4,8,1,6,9,9,8,6,-38,4,-23,8,6,3,1,0,6,-24,1,0,0,-53,-82,3,4,0,7,6,3,0,6,8,0,0,8,0,6,7,5,1,2,8,6,7,9,9,6,4,6,6,9,3,4,1,6,0,0,7,9,3,9,4,5,2,2,9,6,0,5,-41,3,6,1,1,6,2,1,7,-45,5,9,4,8,1,7,7,2,0,-9,4,-36,6,7,9,3,9,5,-34,5,9,0,8,2,0,5,5,1,2,1,0,0,3,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-300,1,-1,0,0,0,1,0,0,-255,0,0,-1,0,0,0,-1,0,0,0,-300,0,0,-1,0,0,-1,-290,1,0,0,0,0,0,0,0,-1,0,0,0,0,-300,0,-1,0,0,0,0,0,0,-280,-1,-1,0,0,0,0,-150,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,0,0,-280,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,-100,1,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,-1,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-155,0,0,-1,0,-200,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-155,0,0,0,0
5,-1091,6,7,8,6,0,0,2,0,1,7,4,8,8,-118,3,3,8,8,3,0,4,6,0,4,7,1,9,4,6,6,0,7,8,1,0,1,2,2,1,3,8,6,7,3,9,-628,7,7,5,2,2,3,0,1,0,7,4,1,2,-32,2,2,6,4,7,4,1,5,0,-1017,5,6,-16,9,5,2,2,5,4,5,1,4,4,1,0,2,6,8,8,8,3,5,9,1,8,6,6,-4,0,-14,4,6,0,0,8,8,9,4,2,2,5,4,6,2,8,9,3,4,3,4,6,0,1,8,2,9,9,1,-156,3,4,1,1,-59,6,3,9,8,1,1,0,-83,3,0,5,4,8,3,3,3,2,1,2,0,8,2,6,4,1,9,7,5,4,9,1,3,4,6,5,8,5,3,7,3,8,6,7,0,5,3,7,6,3,3,1,7,7,1,4,3,8,7,1,8,5,4,7,6,4,6,6,7,6,3,7,6,7,8,6,9,7,6,7,8,0,1,0,5,9,0,6,6,0,6,4,0,9,7,5,-82,1,6,5,9,2,0,1,8
0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,2,7,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,1,1,1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,-1,0,-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
